go.id	term
GO:0046725	negative regulation by virus of viral protein levels in host cell
GO:0046724	oxalic acid secretion
GO:0007129	homologous chromosome pairing at meiosis
GO:0007128	meiotic prophase I
GO:0007127	meiosis I
GO:0007124	pseudohyphal growth
GO:0007123	obsolete bud scar accumulation
GO:0007122	obsolete loss of asymmetric budding
GO:0007121	bipolar cellular bud site selection
GO:0007120	axial cellular bud site selection
GO:0046739	transport of virus in multicellular host
GO:0046738	obsolete induction of innate immune response in host by virus
GO:0046741	transport of virus in host, tissue to tissue
GO:0046740	transport of virus in host, cell to cell
GO:0007109	obsolete cytokinesis, completion of separation
GO:0007108	obsolete cytokinesis, initiation of separation
GO:0007107	membrane addition at site of cytokinesis
GO:0007106	obsolete cytokinesis, protein recruitment
GO:0007101	obsolete male meiosis centrosome cycle
GO:0007100	mitotic centrosome separation
GO:0046759	obsolete lytic virus budding from plasma membrane
GO:0046758	obsolete lytic virus budding from Golgi membrane
GO:0046757	obsolete lytic virus budding from ER membrane
GO:0046765	viral budding from nuclear membrane
GO:0071725	response to triacyl bacterial lipopeptide
GO:0071724	response to diacyl bacterial lipopeptide
GO:0071722	detoxification of arsenic-containing substance
GO:0071721	sodium-independent thromboxane transport
GO:0071720	sodium-independent prostaglandin transport
GO:1900601	endocrocin catabolic process
GO:1900603	tensidol A metabolic process
GO:0046778	modification by virus of host mRNA processing
GO:0046777	protein autophosphorylation
GO:1900600	endocrocin metabolic process
GO:0046775	suppression by virus of host cytokine production
GO:0046774	suppression by virus of host intracellular interferon activity
GO:0046773	suppression by virus of host translation termination
GO:0046772	viral budding from outer nuclear membrane
GO:0046771	viral budding from inner nuclear membrane
GO:0046779	obsolete suppression by virus of expression of host genes with introns
GO:0071710	membrane macromolecule biosynthetic process
GO:1900617	emericellamide A biosynthetic process
GO:0046780	suppression by virus of host mRNA splicing
GO:1900618	regulation of shoot system morphogenesis
GO:1900613	F-9775B catabolic process
GO:1900612	F-9775B metabolic process
GO:1900615	emericellamide A metabolic process
GO:1900611	F-9775A biosynthetic process
GO:0046787	viral DNA repair
GO:1900610	F-9775A catabolic process
GO:0046786	viral replication complex formation and maintenance
GO:0046785	microtubule polymerization
GO:0046784	viral mRNA export from host cell nucleus
GO:0046783	modification by virus of host polysomes
GO:0046782	regulation of viral transcription
GO:1900628	positive regulation of arugosin biosynthetic process
GO:0046792	suppression by virus of host cell cycle arrest
GO:1900627	negative regulation of arugosin biosynthetic process
GO:0046791	obsolete suppression by virus of host complement neutralization
GO:1900623	regulation of monocyte aggregation
GO:1900626	regulation of arugosin biosynthetic process
GO:1900625	positive regulation of monocyte aggregation
GO:0046799	recruitment of helicase-primase complex to DNA lesions
GO:1900622	obsolete positive regulation of transcription from RNA polymerase II promoter by calcium-mediated signaling
GO:0046797	viral procapsid maturation
GO:0046794	transport of virus
GO:0046793	obsolete induction by virus of phosphorylation of host RNA polymerase II
GO:0071733	obsolete transcriptional activation by promoter-enhancer looping
GO:0071732	cellular response to nitric oxide
GO:0071731	response to nitric oxide
GO:0071730	beak formation
GO:0007199	G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger
GO:0007198	adenylate cyclase-inhibiting serotonin receptor signaling pathway
GO:0007197	adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway
GO:0007196	adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway
GO:0032150	ubiquinone biosynthetic process from chorismate
GO:0032149	response to rhamnose
GO:0032148	activation of protein kinase B activity
GO:0032147	activation of protein kinase activity
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007176	regulation of epidermal growth factor-activated receptor activity
GO:0007174	epidermal growth factor catabolic process
GO:0007183	SMAD protein complex assembly
GO:0007182	common-partner SMAD protein phosphorylation
GO:0007181	transforming growth factor beta receptor complex assembly
GO:0032130	medial membrane band assembly
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway
GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger
GO:0007185	transmembrane receptor protein tyrosine phosphatase signaling pathway
GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway
GO:0007194	negative regulation of adenylate cyclase activity
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
GO:0007192	adenylate cyclase-activating serotonin receptor signaling pathway
GO:0007191	adenylate cyclase-activating dopamine receptor signaling pathway
GO:0007190	activation of adenylate cyclase activity
GO:0032125	micronucleus organization
GO:0032124	macronucleus organization
GO:0032122	oral apparatus organization
GO:0032121	meiotic attachment of telomeric heterochromatin to spindle pole body
GO:0032120	ascospore-type prospore membrane formation
GO:0032119	sequestering of zinc ion
GO:0032118	horsetail-astral microtubule organization
GO:0007159	leukocyte cell-cell adhesion
GO:0007158	neuron cell-cell adhesion
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules
GO:0007154	cell communication
GO:0007162	negative regulation of cell adhesion
GO:0007161	calcium-independent cell-matrix adhesion
GO:0007160	cell-matrix adhesion
GO:0032114	regulation of glucose-6-phosphatase activity
GO:0032113	regulation of carbohydrate phosphatase activity
GO:0032112	negative regulation of protein histidine kinase activity
GO:0032111	obsolete activation of protein histidine kinase activity
GO:0032110	regulation of protein histidine kinase activity
GO:0032109	positive regulation of response to nutrient levels
GO:0032108	negative regulation of response to nutrient levels
GO:0032107	regulation of response to nutrient levels
GO:0032106	positive regulation of response to extracellular stimulus
GO:0032105	negative regulation of response to extracellular stimulus
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
GO:0007168	receptor guanylyl cyclase signaling pathway
GO:0007167	enzyme-linked receptor protein signaling pathway
GO:0007166	cell surface receptor signaling pathway
GO:0007164	establishment of tissue polarity
GO:0007173	epidermal growth factor receptor signaling pathway
GO:0007172	signal complex assembly
GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity
GO:0032104	regulation of response to extracellular stimulus
GO:0032103	positive regulation of response to external stimulus
GO:0032102	negative regulation of response to external stimulus
GO:0032101	regulation of response to external stimulus
GO:0032100	positive regulation of appetite
GO:0007139	meiotic telophase II
GO:0007138	meiotic anaphase II
GO:0046701	insecticide catabolic process
GO:0007137	meiotic metaphase II
GO:0046700	heterocycle catabolic process
GO:0007136	meiotic prophase II
GO:0007135	meiosis II
GO:0007134	meiotic telophase I
GO:0007133	meiotic anaphase I
GO:0007132	meiotic metaphase I
GO:0007131	reciprocal meiotic recombination
GO:0007130	synaptonemal complex assembly
GO:0046709	IDP catabolic process
GO:0046708	IDP biosynthetic process
GO:0046707	IDP metabolic process
GO:0046706	CDP catabolic process
GO:0046705	CDP biosynthetic process
GO:0046704	CDP metabolic process
GO:0007149	obsolete colony morphology
GO:0046712	GDP catabolic process
GO:0007147	female meiosis II
GO:0046711	GDP biosynthetic process
GO:0046710	GDP metabolic process
GO:0007146	meiotic recombination nodule assembly
GO:0007144	female meiosis I
GO:0007143	female meiotic nuclear division
GO:0007142	male meiosis II
GO:0007141	male meiosis I
GO:0046719	regulation by virus of viral protein levels in host cell
GO:0046718	viral entry into host cell
GO:0046717	acid secretion
GO:0046716	muscle cell cellular homeostasis
GO:0046713	borate transport
GO:1900598	demethylkotanin catabolic process
GO:1900599	demethylkotanin biosynthetic process
GO:1900594	(+)-kotanin metabolic process
GO:1900593	violaceol II biosynthetic process
GO:1900596	(+)-kotanin biosynthetic process
GO:1900595	(+)-kotanin catabolic process
GO:0032096	negative regulation of response to food
GO:0032095	regulation of response to food
GO:0032094	response to food
GO:0032092	positive regulation of protein binding
GO:0032091	negative regulation of protein binding
GO:0032099	negative regulation of appetite
GO:0032098	regulation of appetite
GO:0032097	positive regulation of response to food
GO:0032085	regulation of type II site-specific deoxyribonuclease activity
GO:0032084	regulation of type I site-specific deoxyribonuclease activity
GO:0032083	negative regulation of type IV site-specific deoxyribonuclease activity
GO:0032082	negative regulation of type III site-specific deoxyribonuclease activity
GO:0032081	negative regulation of type II site-specific deoxyribonuclease activity
GO:0032080	negative regulation of type I site-specific deoxyribonuclease activity
GO:0032088	negative regulation of NF-kappaB transcription factor activity
GO:0032087	regulation of type IV site-specific deoxyribonuclease activity
GO:0032086	regulation of type III site-specific deoxyribonuclease activity
GO:0032074	negative regulation of nuclease activity
GO:0032073	negative regulation of restriction endodeoxyribonuclease activity
GO:0032072	regulation of restriction endodeoxyribonuclease activity
GO:0032071	regulation of endodeoxyribonuclease activity
GO:0032070	regulation of deoxyribonuclease activity
GO:0032079	positive regulation of endodeoxyribonuclease activity
GO:0032078	negative regulation of endodeoxyribonuclease activity
GO:0032077	positive regulation of deoxyribonuclease activity
GO:0032076	negative regulation of deoxyribonuclease activity
GO:0032075	positive regulation of nuclease activity
GO:0032063	negative regulation of translational initiation in response to osmotic stress
GO:0032062	positive regulation of translation in response to osmotic stress
GO:0032061	negative regulation of translation in response to osmotic stress
GO:0032060	bleb assembly
GO:0032069	regulation of nuclease activity
GO:0032065	maintenance of protein location in cell cortex
GO:0032064	positive regulation of translational initiation in response to osmotic stress
GO:0007097	nuclear migration
GO:0032058	positive regulation of translational initiation in response to stress
GO:0032057	negative regulation of translational initiation in response to stress
GO:0032056	positive regulation of translation in response to stress
GO:0032055	negative regulation of translation in response to stress
GO:0032053	ciliary basal body organization
GO:0032049	cardiolipin biosynthetic process
GO:0032048	cardiolipin metabolic process
GO:0032043	mitochondrial DNA catabolic process
GO:0032042	mitochondrial DNA metabolic process
GO:0046682	response to cyclodiene
GO:1900517	positive regulation of xylose catabolic process to ethanol
GO:0046681	response to carbamate
GO:0046680	response to DDT
